id,osmId,osm_type,name,cuisine,phone,website,addr_city,addr_street,addr_housenumber,addr_postcode,latitude,longitude
684,1459767344,node,Pizzeria Martina,,,,,,,,46.6909512,12.3660564
685,1462796976,node,Sushizen,japanese,+39 0461 262109,,Trento,Via Malpaga,14,31822,46.0688102,11.1231582
686,1464042823,node,Gasthof Weber,,,,,,,,46.5540427,11.4275944
687,1468552659,node,"Ristorante ""Le Càore""",,,https://www.lecaore.it/,,Località Stava,31,38038,46.3195952,11.5027384
688,1470950370,node,Europa,,,,,,,,46.9351102,11.4464206
689,1473146103,node,Ristorante Pizzeria Bürgerstube,pizza,,,,,,,46.3394376,11.2403915
690,1474043661,node,Bistro Egetmann,,,,,,,,46.3344186,11.2456331
691,1474883150,node,Isi Hütte - Kalditscher Wirt - Malga Isi,regional,,http://www.isi.st/,Redagno - Radein,Passo degli Oclini - Jochgrimm,11,39040,46.3430961,11.4369048
692,1475087864,node,Gasthaus Happichl,,,http://www.happichl.it/,,,,,46.673047,11.0532551
693,1477270680,node,Aroma,italian;pizza,+39 0461 092843,,Trento,Via San Pio Decimo,29,31822,46.0560464,11.1202614
694,1481490759,node,Gasthof Lamm,,,,,,,,46.625904,11.5475933
695,1483853893,node,Ottenkellerhof,,,https://ottenkeller.com/hotel-ottenkellerhof/,,,,,46.4927027,11.4028485
696,1487564673,node,Niedristhof,regional,,,,,,,46.7542127,11.7001776
697,1487741040,node,Agritur Bagolin,,,,Ton,Via Valle,23,38010,46.2656194,11.0895174
698,1488553673,node,Villa Aranci,,+39 0464 352570,https://villa-aranci.it/,,,25,,45.8834251,10.8524966
699,1492565344,node,Obere Flimalm,,,,,,,,46.5487466,10.8098151
700,1492566237,node,Soyalm - Malga Soi,,,,,,,,46.5348101,10.7877907
701,1492566250,node,Untere Flimalm,,,,,,,,46.5515148,10.7993125
702,1493571353,node,Saporoso,japanese;thai,+39 0461 391118,http://www.ristorantesaporoso.it,Trento,Via dei Mille,1,31822,46.0629892,11.1275774
703,1503398796,node,Pizzeria Chef,,,https://pizzeria-chef.it/,Trento,Largo Giosuè Carducci,31,31822,46.0683972,11.1248674
704,1511958499,node,Bar Ciao,,,,Molveno,Via Nazionale,22,38018,46.1441243,10.9651517
705,1512648046,node,El Filò,,,,,,,,46.1426074,10.9646752
706,1521449447,node,Veg. Point,,+39 0461 700149,,Tenna,Via Alberè,22/1,38050,46.0135215,11.2666729
707,1523162587,node,Al Diciassette,,,,Trento,Via degli Orbi,17a,31822,46.0686754,11.1247628
708,1523162612,node,Chef Pizzeria,pizza,,,Trento,Via degli Orbi,23,31822,46.0685548,11.1247781
709,1523289665,node,L'Osteria del Maso,,,https://osteriadelmaso.it/,,Via Lungolago,7,,46.141513,10.9656808
710,1524975600,node,Antica Bosnia,,,,,,,,46.1425997,10.967
711,1525442359,node,Bucaneve,regional,,,,,,,46.1433344,10.9667864
712,1526314493,node,La Salera,pizza,,,Cavalese,Via Pizzegoda,3,38033,46.2917338,11.4624067
713,1532731021,node,Ristorante Pizzeria Centrale,indian;pizza,+39 0461 191 7073,,Borgo Valsugana,Piazza Martiri della Resistenza,3,38051,46.0534021,11.4579954
714,1552327070,node,Alpino,regional,,,,,,,46.0727197,11.0585684
715,1564285263,node,Gasthof Schwarzer Adler,regional,+39 0473 730222,http://gasthof-schlanders.com/,Schlanders,Hauptstraße,38b,39028,46.6286109,10.7770933
716,1579602878,node,Alpin Roof Flora,ice_cream;cake;burger;steak,+39 0471 725025,https://www.alpinroof.com/,,,,,46.5184231,11.5038547
717,1579602973,node,Binderstube,regional,+39 0471 725089,https://binderstube.jimdo.com/,Völs am Schlern - Fiè allo Sciliar,Dorfstraße - Via del Paese,10,39050,46.5176813,11.501017
718,1579602989,node,Pizzeria Peterbühl,pizza,,,,,,,46.5167938,11.494456
719,1579603001,node,Sander,pizza,+39 0471 725334,,Völs am Schlern - Fiè allo Sciliar,Weingartnerweg - Via Weingartner,5,39050,46.5132744,11.4988786
720,1579603050,node,Tschafon,pizza;italian,,,,,,,46.5171579,11.5050155
721,1582869659,node,Panoramarestaurant Sterzingerhaus,,,,,,,,46.9167202,11.3969934
722,1582982545,node,Enzianhütte,italian,,,,,,,46.9111435,11.4106976
723,1583728920,node,Pizzeria Ristorante Bar I Volti,pizza,,,Cavalese,Via Chiesa,33a,,46.2835809,11.4857534
724,1584766272,node,Malga Pozza,,,,,,,,46.3537542,11.6824337
725,1585221252,node,Ja Vito,,,,,,,,46.3944645,11.666888
726,1585221511,node,Ristorante Pizzeria Sas da Rocia,,,,,,,,46.3957595,11.6666167
727,1596081640,node,Rosticceria La Rustica,,,,,,,,46.4866627,11.3210579
728,1597395058,node,Braunwirt,international,,,,,,,46.6427092,11.356782
729,1597397087,node,Höllriegl,international,,,,,,,46.6431104,11.3576164
730,1602224274,node,Sichelburg,,+39 0474 055 603,https://www.sichelburg.it/,Pfalzen - Falzes,Burgweg - Via Castello,1a,39030,46.8145734,11.8826923
731,1605643365,node,Mosegot,,+393467906302,,,,,,46.1303376,11.2038207
732,1608971475,node,Trattoria Pizzeria Smorza,pizza;italian,+39 0461 349130,https://www.smorza.it/,Romagnano,Via dei Rimoni,26,38123,46.0176482,11.107122
733,1609416984,node,"Traubenwirt - Restaurant, Pizzeria, Cafe",international,+39 0473 447216,https://www.traubenwirt.com/de/Hotel%20Traubenwirt/,,,,,46.6553282,11.140917
734,1612062900,node,Graf,regional,,,,,,,46.4884828,11.3829161
735,1621966234,node,Lun,regional,,,,,,,46.4974008,11.4207844
736,1627187846,node,Sarner Forellenzucht - Troticoltura Sarentino,fish,,,,,,,46.6278156,11.3599383
737,1633007183,node,La Maison de Filip,,+39 0461 1415530,https://www.maisondefilip.it/,Trento,Piazzetta Nicolò Rasmo,7,31822,46.0711211,11.1247229
738,1633007340,node,Para Todos,,,,Trento,Via Torre Verde,62,31822,46.0715283,11.1246427
739,1633027933,node,Jausenstation Angerer,regional,,,,,,,46.9434305,12.0813819
740,1634911291,node,Pizzeria Santerhof,pizza,,,,,,,46.6878733,11.4049815
741,1636843901,node,Waldrast,regional,,,,,,,46.4609587,11.0352241
742,1636849143,node,Terrazza,italian_pizza,,,,,,,46.5757765,11.6714855
743,1636849159,node,PizzaFly,,,,,,,,46.5746163,11.6589751
744,1638473456,node,Bosco Dei Pini Neri,italian,,,,,,,45.8657184,11.0800039
745,1645418106,node,Jausenstation Kleiner Montiggler See - Ristoro Lago Piccolo di Monticolo,regional,+39 0471 663127,https://www.kleinermontigglersee.com/,,,,,46.4294066,11.2940021
746,1648147623,node,Speedy´s Stadl,,,,,,,,46.952813,11.3787989
747,1648963362,node,Boarnwald,,,,,,,,46.2931927,11.1831703
748,1651682414,node,Bottega Moderna,,,,Trento,Via Calepina,4,31822,46.0667451,11.1224412
749,1654636221,node,Giernhof,regional,+39 0473 420871,http://www.giernhof.it/,,,,,46.8136249,10.5158012
750,1657651946,node,La Casa del Vino,,+39 0464 486057,https://www.casadelvino.info,,Piazza S. Vincenzo,1,,45.8849033,11.0093981
751,1659081426,node,Ansitz Steinbock,regional,,https://www.ansitzsteinbock.com/de,Villanders - Villandro,,,,46.632064,11.54023
752,1660847434,node,Bar Ristorante Pizzeria Da Romano,italian;pizza;regional,+393382940887,,,,,,46.3371156,11.1151363
753,1668977193,node,Taverna da Giovanni,regional,,,Villa Lagarina,Via Garibaldi,13,,45.9162514,11.0298545
754,1668978967,node,To New York,,+39 0464 433213,https://sly230682.wixsite.com/tonewyork,,Via Alla scuola,3,,45.8958902,11.015234
755,1670634755,node,Gasthaus Rohrer,regional,,,,,,,46.6160716,11.2466609
756,1671767077,node,Alber,,+39 0473 278245,https://www.hotel-alber.com/,,,,,46.6041477,11.2234775
757,1676301478,node,Cafe Eisdiele Pizzeria Liliane,pizza;ice_cream;coffee,+39 0471 664300,https://www.liliane.it,St. Pauls - San Paolo,Paulser Straße - Via San Paolo,10,39057,46.4715249,11.2605764
758,1677520476,node,Bella Napoli,italian;pizza,,,,,,,46.4815143,11.3183264
759,1683539708,node,Gasthaus Zunerhof,regional,,,,,,,46.5470121,11.5008265
760,1693514183,node,Gasthaus Törggele,regional,,,,,,,46.556305,11.5115068
761,1697848425,node,Gasthaus Roaner,,,,,,,,46.6000309,11.4127338
762,1699821865,node,Gasthaus Schwarzseespitze,,,,,,,,46.5960248,11.4526253
763,1699887823,node,Gasthaus Maria Saal,regional,,,,,,39054,46.5569057,11.4740934
764,1706749989,node,Agritur Galeno,,,,,,,,45.9198423,11.3284843
765,1706915650,node,Ristorante Pizzeria Corsaro,pizza;italian;seafood,+39 0464 017023,https://www.ristorantepizzeriacorsaro.it/,Riva del Garda,Viale Scaligero,5,38066,45.8853148,10.8435768
766,1708778330,node,Maggner,,,,,,,,46.5455556,11.3751682
767,1708828553,node,Waldner,,,,,,,,46.5498069,11.4058246
768,1708849819,node,Bar Stuzzicheria Casa di Gio',,,,,,,,46.4930216,11.3545635
769,1714460375,node,Gasthaus Berger,,,,,,,,46.5353958,11.4016951
770,1717104002,node,Pizza Granda,pizza,,,,,,,46.3926085,11.1178255
771,1720839462,node,Gasthof Plattner,,,,,Glaning,30,,46.5221387,11.2988916
772,1723105833,node,Bürgerstube,,,,,,,,46.5318871,11.4487164
773,1728872277,node,Pizzeria Al Porto,italian,,,,,,,45.8694247,10.8764618
774,1729225131,node,Gasthaus Ebner,,,,,,,,46.5249567,11.4859082
775,1734309040,node,Kematen,,,,,,,,46.5463296,11.4448455
776,1736206461,node,Halbweg,,,,,,,,46.5756569,11.3761966
777,1737766343,node,Chi Vai,,,,,,,,46.7085098,11.9424867
778,1737766348,node,La Bronta,,,,Mareo - Marebbe - Enneberg,Strada Plan De Corones,78,39030,46.7051427,11.9304432
779,1738020431,node,Giardino,pizza,,,,,,,45.8782766,10.890251
780,1739076433,node,Schnalser Unterwirt,,,,,,,,46.7212921,10.8607902
781,1741126715,node,Pizzeria Römerkeller,italian;pizza,+39 0473 448385,https://www.roemerkeller.it/,Algund - Lagundo,Marktgasse - Via Mercato,12,39022,46.6806577,11.1160246
782,1741127774,node,Ristorante Zur Blauen Traube,,,https://www.blauetraube.it/,Algund - Lagundo,Alte Landstraße - Strada Vecchia,44,39022,46.6831904,11.1227301
783,1743402934,node,Hecher,,+39 0473 244086,http://www.hecherhof.it/,,,38,,46.625897,11.1930292
784,1743402947,node,Wiesler,regional,+39 0473 291327,https://www.wieslerhof.com/,,,,,46.6155144,11.1970979
785,1743403203,node,Mitterwalder,regional,,,,,,,46.6330446,11.1856216
786,1743419318,node,Koflerhof,,,,,,,,46.6219787,11.1944099
787,1754058968,node,Stern,,,,Sarntal - Sarentino,,12,39058,46.6663053,11.3657888
788,1757731695,node,Zum 18. Fass - Diciottesima Botte,,+39 335 6029490,https://www.zum18tenfass.it/,,,,,46.2353724,11.2061697
789,1762310695,node,Pizzeria Metro',pizza,+39 0471 919336,https://www.metro.bz.it,,Viale Druso - Drususallee,339,39100,46.4941809,11.3186296
790,1762311528,node,Pizzeria La Grolla,italian,,,,,,,46.4948836,11.3254432
791,1762313206,node,Pizzeria Lo Zodiaco,pizza,,,,,,,46.4943176,11.3103225
792,1762368239,node,Pizzeria Al Cantuccio,italian;pizza,+39 0471 285488,,Bolzano - Bozen,Via della Visitazione - Mariaheimweg,4e,39100,46.4962259,11.3373872
793,1762372106,node,La Veneziana,pizza,,https://www.pizzeriaveneziana.it/,Bolzano - Bozen,Viale Venezia - Venediger Straße,59a,39100,46.4952347,11.3456967
794,1762647820,node,Schönblick,,,https://www.gfell.it/,,Gfellweg - Via Gfell,22,39050,46.4868972,11.510014
795,1767603843,node,Seebalm - Malga Sebia,,,,,,,,46.7626141,11.4509525
796,1769563648,node,Pizzeria Acquaviva,italian_pizza,,,,,,,45.981009,11.1164811
797,1772818754,node,Al Pian ristorante - pizzeria,regional,,,,,,,45.9791938,11.2374956
798,1773364396,node,Restaurant Römerkeller,,,https://www.roemerkeller.it/,Lana,Bozner Straße - Via Bolzano,67,39011,46.6090098,11.175183
799,1776026284,node,Bar Ristorante Baita al Verle,regional,+39 0464 784050,,,,,,45.9579397,11.3273153
800,1777801949,node,Baita Montesel,pizza;coffee_shop,+39 376 218 0614,https://kemagnada.it/,Trento,Strada del Norge,93,38123,46.0450875,11.0658997
801,1780453075,node,La miniera dei sapori mocheni,regional,+39 0461 551123,https://www.laminieradeisaporimocheni.it,Canzolino,Via Lungolago,39,,46.0828194,11.2304885
802,1782401360,node,3 Cime,,+39 0461 1532589,,Denno,Località Poz 9/B,,38010,46.2659931,11.0606022
803,1782717254,node,Engelkeller,,,,,,,,46.3112957,11.2688981
804,1782724402,node,Pizzeria Lauben,pizza,,,,,,,46.3121187,11.2701888
805,1783149996,node,Restaurant Stadele,,+39 0473 564383,https://www.stadele.eu/,Lana,Aichweg,2,39011,46.6184198,11.1450366
806,1785372307,node,Zur Sonne,italian,+39 0473 565978,http://www.zur-sonne-lana.it,Lana,Andreas-Hofer-Straße - Via Andreas Hofer,1,39011,46.6157188,11.1464788
807,1791527806,node,Roma,indian;italian;pizza,+39 0461 842821,https://www.facebook.com/Ristorante-Pizzeria-Roma-Aldeno-1639499396338910,Aldeno,Via Roma,8,38068,45.9776691,11.0913978
808,1793736770,node,Alte Post,regional;pizza,+39 0474 474801,,Sankt Lorenzen,Josef-Renzler-Straße,,39030,46.7832182,11.9021214
809,1794420761,node,Restaurant Pizzeria Tanner,pizza,+39 0473 236558,,Meran - Merano,Dante-Alighieri-Straße - Via Dante Alighieri,77,39012,46.6605767,11.1811887
810,1794442961,node,"Ladurn - Pizzeria, Eiscafé, Bistro",italian,+39 0473 447018,http://www.ladurn.it/,Marling - Marlengo,Nörderstraße,21,39020,46.6653658,11.1373295
811,1794687476,node,Pramstallötz,,,,,,,,46.7188038,11.3026795
812,1801394069,node,Pizzeria Restaurante Fornella,italian,+39 0471 836103,,,Strada Rütort,1,39033,46.5518255,11.8726854
813,1801573521,node,Pizzeria Aqua Forum,italian,+39 0473 720184,http://pizzeria-latsch.com/,Latsch,Marktstraße,48,39021,46.610865,10.8584153
814,1801573522,node,Pizzeria Jolly,italian,+39 0473 720020,,Latsch - Laces,Marktstraße - Via Mercato,1,39021,46.6165242,10.8586718
815,1806514148,node,La Sgeva,pizza,,,,,,,45.9168784,11.168811
816,1808496175,node,Gasthof Löwen,regional,,,,,,,46.679683,11.13549
817,1810816178,node,Sporthotel Platz,german,+39 0471 796935,http://www.sporthotelplatz.com,,,,,46.5645073,11.6361309
818,1812854060,node,Gasthaus zum Stern,,,,,,,,46.7806198,11.4143206
819,1815133390,node,Osteria dei Magasì,regional,+39 0464 508836,,Ledro,Via del Dazi,3,38067,45.8656358,10.8054919
820,1817141143,node,Il Corso,pizza,,,,,,,46.5010835,11.3436665
821,1821220620,node,Osteria Palazan,regional,+39 0463 421300,,,,,,46.3651749,11.0355005
822,1824036544,node,Panorama Restaurant Regenbogen,regional,+39 0474 687350,https://www.cascade-suedtirol.com/,,,,,46.9118898,11.961833
823,1824106251,node,Mausefalle,pizza;regional,,,,,,,46.9168804,11.9573902
824,1826975821,node,Zum Hirschen,,,,Margreid an der Weinstraße - Magrè sulla Strada del Vino,,9,39040,46.2875506,11.2099181
825,1827608680,node,Pizzeria Rustika,regional;pizza,+39 0472 843206,https://www.pension-gasser.com/de/restaurant-pizzeria,,,,,46.6291609,11.5377786
826,1828692675,node,Oberölgart,,,,,,,,46.4731905,11.4226983
827,1829223187,node,Gasthof Goldener Löwe,,,http://www.goldenerloewe.it/,,Kirchplatz - Piazza della Chiesa,11,38040,46.3310898,11.3044934
828,1829223188,node,Gasthof Rose,,,,,Kirchplatz - Piazza della Chiesa,17,38040,46.3308331,11.3040974
829,1838686233,node,La Pizia,,,,,,,,45.8427434,11.0075746
830,1841029256,node,Rino,pizza,,,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Mëisules,217,39048,46.553907,11.7603459
831,1860787816,node,Mastaunhof - Maso Mastaun,,,,,,,,46.7163602,10.8557797
832,1860804300,node,Restaurant Grüner,,,https://www.restaurant-gruener.com,,,,,46.7050457,10.9101894
833,1865600396,node,Malga Valfontane - Agriturismo,regional,,,,,,,46.1046888,11.6657079
834,1872610698,node,Agritur Bellaria,italian,+39 380 714 0827,,,Strada Provinciale del lago di Cei,,,45.9575341,11.033134
835,1885745737,node,Gästehaus Gruber,,,,,,,,46.7010777,12.3562597
836,1886935426,node,Rifugio Viote,,+39 0461 947131,,Trento,Strada delle Viote,8,38123,46.0232713,11.0377754
837,1889561976,node,Sushoku,japanese,+39 0464 552996,https://www.ristorantesushoku.it/,Riva del Garda,Viale Martiri XXVIII Giugno,7,38066,45.8876603,10.8439069
838,1889564709,node,PizzaExpress,pizza,+390464555666,,Riva del Garda,Viale Trento,20,38066,45.8909775,10.8456847
839,1889566663,node,Restorante i Memento,,,,,Viale Giovanni Prati,38066,,45.8869684,10.8399072
840,1889567042,node,Osteria la Contrada,italian,+39 0464 521695,,Riva del Garda,Via Bastione,1,38066,45.8866025,10.839592
841,1889573421,node,Osteria il Gallo,regional,+39 0464 556200,http://www.osteriailgallo.com,,Piazzetta San Rocco,12,38066,45.8848892,10.8384724
842,1889573422,node,Ristorante Bellavista,italian,,,,,,,45.8841383,10.8406604
843,1889573423,node,Ristorante Sole,,,,,,,,45.8842388,10.839989
844,1889695082,node,Luferkeller,regional,+39 0473 241071,http://www.luferkeller.it/,,,,,46.7104039,11.1893322
845,1893846266,node,Gasthaus Tschigg,regional,+39 0473 607243,http://www.tschigg.info,,,,,46.6484491,11.1285319
846,1894392095,node,Pizzeria Ristorante ABC,italian;pizza,,,,,,,46.6716148,11.1584592
847,1895267359,node,Berger Alm - Malga Berger,regional,,,,,,,46.8748495,12.1060835
848,1895923403,node,Restaurant Pietralba,,,,,,,,46.3919213,11.4144513
849,1898810234,node,Kipfel-Alm,,,,,,,,46.8361374,12.2814917
850,1898810330,node,Uwald Alm,regional,+39 345 9192552,,,,,,46.8514005,12.2643927
851,1900764680,node,Restaurant Pizzeria Liszt,pizza,,,Meran - Merano,Passerpromenade - Passeggiata Lungo Passirio,49,39012,46.6706594,11.1613182
852,1900776141,node,Gaston,pizza,,https://www.pizzeriaristorantegaston.it,Meran - Merano,Laubengasse - Via Portici,242,39012,46.6722927,11.1609753
853,1904436954,node,Ristorante Maffei,italian,+39 0464 553670,https://ristorantepizzeriamaffei.it/,Riva del Garda,Via Andrea Maffei,7,38066,45.8850994,10.8408412
854,1904668666,node,Al Vaticano,italian,,,,Via Santa Maria,,38066,45.8857996,10.8415205
855,1904668687,node,Pizzeria Trieste,,,,,Via Fiume,15,,45.8855793,10.839077
856,1905543727,node,Antica Stella,steak_house;burger;pizza;cotoletteria,+39 0461 944401,http://www.anticastellatrento.com/,Mattarello,Via Giulio Catoni,106,38123,46.0054795,11.1267956
857,1907082150,node,Stafellalm,regional,,,,,,,46.7291125,11.2474127
858,1909177631,node,Adler,italian;pizza;regional,+39 0471 616280,,Deutschnofen - Nova Ponente,Hauptstraße - Via Principale,5,39050,46.4136095,11.4276815
859,1909844100,node,Hofstätter Keller,,,,,,,,46.5758127,11.1551007
860,1911541009,node,Autentis,,+39 0474 496117,https://www.autentis.it/,,,,,46.7782928,12.049032
861,1912309358,node,Ristorante indiano Maharaja,indian,,,,Viale Druso - Drususallee,6,39100,46.4948176,11.3460319
862,1915825371,node,La Grotta,regional;italian;pizza,+39 0462 764047,https://www.familyhotellagrotta.it,,,,,46.4210171,11.6737903
863,1916510766,node,La Botte,pizza,,,,,,,46.1524755,10.7666085
864,1916659880,node,Riemerbergl Alm,,,,,,,,46.5530353,10.9561511
865,1927953391,node,Berg Josl,,+39 338 8720482,https://bergjosl.wordpress.com/,,,,,46.5442958,11.2668199
866,1927954095,node,Zilli,regional,,,,,,,46.5444306,11.2506275
867,1927955900,node,Oberschol,,,,,,,,46.5603821,11.2324421
868,1931114446,node,Castel Ringberg,,,,,,,,46.3941801,11.2537396
869,1934722400,node,Il Cantuccio del gusto,italian,,https://www.cantucciodelgusto.it/,,,,,46.3551647,10.6618079
870,1943278294,node,l'Asti,italian_pizza,,,,Strada Col Alt,10,,46.5523912,11.8735087
871,1944814264,node,Grissino,asian;pizza;sushi;italian,,,,,,,46.7191395,11.6573626
872,1946105184,node,Restaurant Cascade,italian,,,,,,,46.5721922,11.6745654
873,1949330556,node,Restaurant Freina,,+39 0471 795110,https://www.hotelfreina.com/,Selva Gardena - Wolkenstein,Streda Frëina,23,39048,46.551943,11.762183
874,1949335248,node,Restaurant Pizzeria Stübele,pizza;regional,+39 0471 771508,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/stuebele/C0DF966B76D911D18F2900A02427D15E/?RequestKey=170790479365cc8f197df07,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Dantercëpies,7,39048,46.5538631,11.7633824
875,1949343920,node,La Bula,pizza;regional,+39 329 4082944,https://www.valgardena.it/de/adressen-groeden/detail/base/company/wolkenstein-groeden/la-bula/B263643C484ECA7CA3C3B989736AAF03/?RequestKey=170789549565cc6ac771dd5,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Mëisules,287,39048,46.5521538,11.7635551
876,1949475116,node,Picknick,italian,,,,,,,46.7579307,12.0394696
877,1952320243,node,Agriturismo Broch,regional,+39 389 0276413,https://www.agriturbroch.it,,,,,46.1934559,11.9068262
878,1974003738,node,Jaufensteg,regional,+39 0472 755340,https://www.jaufensteg.com,,,,,46.8750726,11.3577924
879,1977210081,node,Alla Stella,pizza,,,,,,,46.0695816,11.2062878
880,1979796467,node,Terminal Ro.La.,,,,Trento,Via San Sebastian,21,31821,46.1032926,11.0970986
881,1984418523,node,L'Alpe,,+39 0464 723204,,,Via Negheli,62,38064,45.91755,11.1913987
882,1990926548,node,Schmiedlhof,regional,,,,,,,46.5384686,11.1821214
883,1994259645,node,Ristorante Pizzeria Sport Bar,italian;regional;pizza,,,Sterzing - Vipiteno,Geizkoflerstraße - Via Geizkofler,8,39049,46.898588,11.4323361
884,1994259652,node,Zur Traube,,,,,,,,46.8996237,11.4308486
885,1994267241,node,Gasthof Klammer,,,,,,,,46.8930097,11.4355248
886,1995529432,node,Sonnenheim,,,,,,7,,46.892464,11.3907311
887,1996153215,node,MMM Firmian BAR-CAFE,regional;coffee_shop;italian;german,+39 0471 631208,https://www.schloss-sigmundskron.com/,Bolzano - Bozen,Via Castel Firmiano - Sigmundskroner Straße,33,39100,46.4804986,11.3047897
888,1998966136,node,Il Libertino,italian,+39 0461 260085,http://www.ristoranteillibertino.com/,Trento,Piazza di Piedicastello,4,31822,46.0708858,11.112497
889,1998966141,node,Trattoria Piedicastello,regional,+39 0461 439859,,Trento,Piazza di Piedicastello,12,31822,46.0710211,11.1128044
890,2007025034,node,Höggerhof,,,http://www.hoeggerhof.com/,,,,,46.4229972,11.3802258
891,2015370727,node,Gassl Bräu,regional,,https://www.gassl-braeu.it/,,,,,46.6397875,11.5647246
892,2015370728,node,Goldener Engel,,,http://www.goldener-engel.it/,Klausen - Chiusa,Tinneplatz - Piazza Tinne,11,39043,46.6392916,11.5647747
893,2015403529,node,Pizzeria Petra,pizza,,https://www.pizzeriapetra.it/,,,,,46.8082158,11.8103679
894,2015423827,node,Gatterer,,,,,,,,46.8061018,11.8356818
895,2031479079,node,Ansitz Velseck,,,,,,,,46.4773359,11.5136862
896,2034632298,node,Köfererhof,,+39 0472 836649,https://www.koefererhof.it/,,,,,46.7445654,11.6506338
897,2036349302,node,Humus,,+39 0471 971961,,Bolzano - Bozen,,,,46.4991544,11.3533693
898,2038645580,node,Der Keller,pizza,,,,,,39031,46.7949875,11.9413408
899,2042483063,node,Brunnerhof,,,,,,,,46.7765285,12.04474
900,2042483067,node,Pizzeria Willy,pizza,,,,,,,46.7783145,12.0476142
901,2042483160,node,Wieser,,,,,,,,46.7760856,12.0442746
902,2046004718,node,Ristorante Pizzeria Veruska,pizza,,,Bolzano - Bozen,Via Andreas Hofer - Andreas-Hofer-Straße,8,39100,46.5008322,11.3594785
903,2055828152,node,Gasthof Troger,,,,Rasen-Antholz - Rasun Anterselva,Oberrasner Straße - Via Rasun di Sopra,21,39030,46.7897804,12.0581761
904,2055913460,node,Ichiban,japanese,+39 0471 1815096,,Bolzano - Bozen,Via Renon - Rittner Straße,12a,39100,46.5001982,11.3640109
905,2068417134,node,Lahnerhof,,,,,,,,46.8911654,11.4108321
906,2078208282,node,B&B Pizzeria La Pineta,italian,+39 0464 395296,https://www.pizzeriapineta.it/index.html,Brentonico,,,38060,45.8236297,10.9606639
907,2079120735,node,Agritur La Lanterna,,+39 0461 870003,,Lavis,Località Masi di Sorni,13,38015,46.1721967,11.1286295
908,2084713655,node,Innere Schwemmalm,,,,,,,,46.5282916,10.9117958
909,2084835952,node,Trattoria La Sosta,pizza;regional,,,,,,,46.080953,11.0432709
910,2085128862,node,Rungghof,,,https://www.rungghof.it/,,,,,46.4500141,11.2877541
911,2091247248,node,Rastbichler,,,,,,,,46.509624,11.3477502
912,2093407570,node,Costamula,regional,,https://www.costamula.com/,Urtijëi - St.Ulrich - Ortisei,Streda Cuca,184,39046,46.5846987,11.6943308
913,2094237771,node,Ristorante La Madia,,,,,,,,46.0049343,11.1968545
914,2098608086,node,Ütia Florian,regional,,,La Ila - Stern - La Villa,Plaönstr,38,39030,46.5857442,11.8965503
915,2103026372,node,Meraner Inn,regional,+39 0473 607094,https://www.meranerinn.it/,,,88,,46.6332845,11.1779121
916,2105994361,node,Tavern/Après Ski L'Murin,regional,+39 0471 831000,http://www.hotel-laperla.it,,Strada Col Alt,105,39033,46.5468844,11.87709
917,2109610111,node,Etrusca,italian_pizza;pizza,+39 0464 867004,,,via bucaneve,2,,45.7807794,10.9411865
918,2109649874,node,Snow thrill,,,,,,,,46.379184,11.7856185
919,2113094106,node,Pizzeria Ristorante Al Ponte,,,,,,,,46.0692978,11.2246489
920,2119128327,node,Mensa Risto 3,,,,,,,,46.0017362,11.1244117
921,2125912075,node,Hofschänke Bachwiesl - Osteria Bachwiesl,,,,,,,,46.4780627,11.0274297
922,2131943740,node,Tre3,burger;pizza,+39 0461 528564,https://www.tre-3.it,,Passo Santèl,26,38010,46.1755074,11.0525108
923,2133321557,node,Restaurant Pizzeria Wochtla Buam,pizza;regional;italian;burger;salad;dessert,+39 335 870 3406,https://www.wochtla-buam.com/restaurant-bruneck/,,Nordring,1,39031,46.7978537,11.9238716
924,2133570092,node,Al Centro,pizza;burger;italian;eritrea,+39 351 3011005,https.//alcentro.restaurant,Sarnonico,Viale San Lorenzo,4,38011,46.419847,11.1397232
925,2145475224,node,Gasthaus Rössl,,,,,,,,46.5355743,11.330676
926,2145513616,node,Talschlusshütte,regional,,,,,,,46.8420408,12.2480352
927,2146825634,node,Lanzberg,,,,,,,,46.8320181,12.2329762
928,2148984538,node,Luna Rossa,pizza,,,,,,,46.7965062,11.9400681
929,2151026707,node,OV.ER pizzeria,pizza,+39 0464 667155,https://overpizzeria.it,Rovereto,Piazza delle Erbe,6,38068,45.8886264,11.0443884
930,2152249060,node,Karbach,regional,,,,,,,46.8094854,12.2108444
931,2153284251,node,Tengler,regional,+393493951441,,,,,,46.6450538,11.3884616
932,2156996778,node,Tabarel,steak_house,+39 0474 501210,https://www.tabarel.com/,Mareo - Marebbe - Enneberg,Strada Catarina Lanz,28,39030,46.6979942,11.9299757
933,2158648767,node,Ciolá,italian,,https://www.ciola.info/,Mareo - Marebbe - Enneberg,Strada Plan De Corones,17,39030,46.7030021,11.9300653
934,2158648769,node,L'Apetit,,,,Mareo - Marebbe - Enneberg,Strada Catarina Lanz,6,39030,46.7001932,11.9302434
