restaurantId,osmId,name,cuisine,phone,website,municipality,address,postcode,nearResort,distanceToResort_km,latitude,longitude
873,1949330556,Restaurant Freina,,+39 0471 795110,https://www.hotelfreina.com/,Selva Gardena - Wolkenstein,Streda Frëina 23,39048,Sport Schenk,0.2,46.551943,11.762183
874,1949335248,Restaurant Pizzeria Stübele,pizza;regional,+39 0471 771508,https://www.valgardena.it/en/addresses/detail/base/company/selva-val-gardena/stuebele/C0DF966B76D911D18F2900A02427D15E/?RequestKey=170790479365cc8f197df07,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Dantercëpies 7,39048,Sport Schenk,0.1,46.5538631,11.7633824
875,1949343920,La Bula,pizza;regional,+39 329 4082944,https://www.valgardena.it/de/adressen-groeden/detail/base/company/wolkenstein-groeden/la-bula/B263643C484ECA7CA3C3B989736AAF03/?RequestKey=170789549565cc6ac771dd5,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,Streda Mëisules 287,39048,Sport Schenk,0.2,46.5521538,11.7635551
876,1949475116,Picknick,italian,,,,,,Kronplatz - Plan de Corones,7.7,46.7579307,12.0394696
877,1952320243,Agriturismo Broch,regional,+39 389 0276413,https://www.agriturbroch.it,,,,San Martino di Castrozza,11.1,46.1934559,11.9068262
878,1974003738,Jaufensteg,regional,+39 0472 755340,https://www.jaufensteg.com,,,,Blosegg,4.6,46.8750726,11.3577924
879,1977210081,Alla Stella,pizza,,,,,,3-Tre Vaneze,10.8,46.0695816,11.2062878
880,1979796467,Terminal Ro.La.,,,,Trento,Via San Sebastian 21,31821,Panoramica,6.4,46.1032926,11.0970986
881,1984418523,L'Alpe,,+39 0464 723204,,,Via Negheli 62,38064,Folgaria,2.8,45.91755,11.1913987
882,1990926548,Schmiedlhof,regional,,,,,,,,46.5384686,11.1821214
883,1994259645,Ristorante Pizzeria Sport Bar,italian;regional;pizza,,,Sterzing - Vipiteno,Geizkoflerstraße - Via Geizkofler 8,39049,Rosskopf,2.1,46.898588,11.4323361
884,1994259652,Zur Traube,,,,,,,Rosskopf,1.9,46.8996237,11.4308486
885,1994267241,Gasthof Klammer,,,,,,,Rosskopf,2.6,46.8930097,11.4355248
886,1995529432,Sonnenheim,,,,,7,,Rosskopf,2.1,46.892464,11.3907311
887,1996153215,MMM Firmian BAR-CAFE,regional;coffee_shop;italian;german,+39 0471 631208,https://www.schloss-sigmundskron.com/,Bolzano - Bozen,Via Castel Firmiano - Sigmundskroner Straße 33,39100,Petersberg - Monte San Pietro,11.6,46.4804986,11.3047897
888,1998966136,Il Libertino,italian,+39 0461 260085,http://www.ristoranteillibertino.com/,Trento,Piazza di Piedicastello 4,31822,3-Tre Vaneze,4.1,46.0708858,11.112497
889,1998966141,Trattoria Piedicastello,regional,+39 0461 439859,,Trento,Piazza di Piedicastello 12,31822,3-Tre Vaneze,4.2,46.0710211,11.1128044
890,2007025034,Höggerhof,,,http://www.hoeggerhof.com/,,,,Petersberg - Monte San Pietro,3.4,46.4229972,11.3802258
891,2015370727,Gassl Bräu,regional,,https://www.gassl-braeu.it/,,,,Loipe Panider Sattel - Pista Passo Pinei,8.0,46.6397875,11.5647246
892,2015370728,Goldener Engel,,,http://www.goldener-engel.it/,Klausen - Chiusa,Tinneplatz - Piazza Tinne 11,39043,Loipe Panider Sattel - Pista Passo Pinei,7.9,46.6392916,11.5647747
893,2015403529,Pizzeria Petra,pizza,,https://www.pizzeriapetra.it/,,,,Terenten - Terento,3.7,46.8082158,11.8103679
894,2015423827,Gatterer,,,,,,,Terenten - Terento,5.2,46.8061018,11.8356818
895,2031479079,Ansitz Velseck,,,,,,,24 Laurin I,6.4,46.4773359,11.5136862
896,2034632298,Köfererhof,,+39 0472 836649,https://www.koefererhof.it/,,,,27,7.5,46.7445654,11.6506338
897,2036349302,Humus,,+39 0471 971961,,Bolzano - Bozen,,,Petersberg - Monte San Pietro,12.1,46.4991544,11.3533693
898,2038645580,Der Keller,pizza,,,,,39031,Kronplatz - Plan de Corones,2.5,46.7949875,11.9413408
899,2042483063,Brunnerhof,,,,,,,Kronplatz - Plan de Corones,7.9,46.7765285,12.04474
900,2042483067,Pizzeria Willy,pizza,,,,,,Kronplatz - Plan de Corones,8.1,46.7783145,12.0476142
901,2042483160,Wieser,,,,,,,Kronplatz - Plan de Corones,7.9,46.7760856,12.0442746
902,2046004718,Ristorante Pizzeria Veruska,pizza,,,Bolzano - Bozen,Via Andreas Hofer - Andreas-Hofer-Straße 8,39100,Petersberg - Monte San Pietro,12.2,46.5008322,11.3594785
903,2055828152,Gasthof Troger,,,,Rasen-Antholz - Rasun Anterselva,Oberrasner Straße - Via Rasun di Sopra 21,39030,Kronplatz - Plan de Corones,9.1,46.7897804,12.0581761
904,2055913460,Ichiban,japanese,+39 0471 1815096,,Bolzano - Bozen,Via Renon - Rittner Straße 12a,39100,Petersberg - Monte San Pietro,12.0,46.5001982,11.3640109
905,2068417134,Lahnerhof,,,,,,,Rosskopf,1.8,46.8911654,11.4108321
906,2078208282,B&B Pizzeria La Pineta,italian,+39 0464 395296,https://www.pizzeriapineta.it/index.html,Brentonico,,38060,Campeggio,5.0,45.8236297,10.9606639
907,2079120735,Agritur La Lanterna,,+39 0461 870003,,Lavis,Località Masi di Sorni 13,38015,La Rocca,6.0,46.1721967,11.1286295
908,2084713655,Innere Schwemmalm,,,,,,,Schwemmalm,1.7,46.5282916,10.9117958
909,2084835952,Trattoria La Sosta,pizza;regional,,,,,,Pinot,4.1,46.080953,11.0432709
910,2085128862,Rungghof,,,https://www.rungghof.it/,,,,Petersberg - Monte San Pietro,10.0,46.4500141,11.2877541
911,2091247248,Rastbichler,,,,,,,Petersberg - Monte San Pietro,13.3,46.509624,11.3477502
912,2093407570,Costamula,regional,,https://www.costamula.com/,Urtijëi - St.Ulrich - Ortisei,Streda Cuca 184,39046,Val Gardena,4.9,46.5846987,11.6943308
913,2094237771,Ristorante La Madia,,,,,,,Le Stock,8.3,46.0049343,11.1968545
914,2098608086,Ütia Florian,regional,,,La Ila - Stern - La Villa,Plaönstr 38,39030,Alta Badia Shop & Rental,0.6,46.5857442,11.8965503
915,2103026372,Meraner Inn,regional,+39 0473 607094,https://www.meranerinn.it/,,88,,Falzeben 2,7.4,46.6332845,11.1779121
916,2105994361,Tavern/Après Ski L'Murin,regional,+39 0471 831000,http://www.hotel-laperla.it,,Strada Col Alt 105,39033,Alta Badia,2.3,46.5468844,11.87709
917,2109610111,Etrusca,italian_pizza;pizza,+39 0464 867004,,,via bucaneve 2,,Brentonico,0.7,45.7807794,10.9411865
918,2109649874,Snow thrill,,,,,,,Ski Area San Pellegrino - Falcade,2.9,46.379184,11.7856185
919,2113094106,Pizzeria Ristorante Al Ponte,,,,,,,Pradis_ci,10.7,46.0692978,11.2246489
920,2119128327,Mensa Risto 3,,,,,,,Palon,5.9,46.0017362,11.1244117
921,2125912075,Hofschänke Bachwiesl - Osteria Bachwiesl,,,,,,,albl,8.2,46.4780627,11.0274297
922,2131943740,Tre3,burger;pizza,+39 0461 528564,https://www.tre-3.it,,Passo Santèl 26,38010,La Rocca,0.7,46.1755074,11.0525108
923,2133321557,Restaurant Pizzeria Wochtla Buam,pizza;regional;italian;burger;salad;dessert,+39 335 870 3406,https://www.wochtla-buam.com/restaurant-bruneck/,,Nordring 1,39031,Kronplatz - Plan de Corones,3.1,46.7978537,11.9238716
924,2133570092,Al Centro,pizza;burger;italian;eritrea,+39 351 3011005,https.//alcentro.restaurant,Sarnonico,Viale San Lorenzo 4,38011,,,46.419847,11.1397232
925,2145475224,Gasthaus Rössl,,,,,,,,,46.5355743,11.330676
926,2145513616,Talschlusshütte,regional,,,,,,Gsieser Tal,6.7,46.8420408,12.2480352
927,2146825634,Lanzberg,,,,,,,Gsieser Tal,5.1,46.8320181,12.2329762
928,2148984538,Luna Rossa,pizza,,,,,,Kronplatz - Plan de Corones,2.7,46.7965062,11.9400681
929,2151026707,OV.ER pizzeria,pizza,+39 0464 667155,https://overpizzeria.it,Rovereto,Piazza delle Erbe 6,38068,Folgaria,12.9,45.8886264,11.0443884
930,2152249060,Karbach,regional,,,,,,Gsieser Tal,2.7,46.8094854,12.2108444
931,2153284251,Tengler,regional,+393493951441,,,,,Plankenhorn,6.0,46.6450538,11.3884616
932,2156996778,Tabarel,steak_house,+39 0474 501210,https://www.tabarel.com/,Mareo - Marebbe - Enneberg,Strada Catarina Lanz 28,39030,Antermoia,6.5,46.6979942,11.9299757
933,2158648767,Ciolá,italian,,https://www.ciola.info/,Mareo - Marebbe - Enneberg,Strada Plan De Corones 17,39030,Antermoia,6.6,46.7030021,11.9300653
934,2158648769,L'Apetit,,,,Mareo - Marebbe - Enneberg,Strada Catarina Lanz 6,39030,Antermoia,6.5,46.7001932,11.9302434
935,2158771377,Zum Hirschen,,,,,,,Falzeben 2,13.6,46.5561848,11.2198895
936,2158771384,Soali XXL House,,+39 0471 678301,https://www.pizzeriaristorantesoali.it/,Terlan - Terlano,Via Scholer;Scholer Weg - Strada Scholer 1,39018,Falzeben 2,12.8,46.5632154,11.2248114
937,2159341029,Trattoria Girarrosto,,,,Isera,Via cornalè 10d,38060,Campeggio,12.7,45.882988,11.011319
938,2159359633,Trattoria Bar Christian,italian;regional,+39 0464 431948,,Rovereto,Via Orefici 17,38068,Folgaria,12.9,45.8905542,11.0438802
939,2159362024,Osteria del Pettirosso,,+39 0464 422463,https://www.osteriadelpettirosso.it/,Rovereto,Corso Bettini 24,38068,Folgaria,13.0,45.8915814,11.0437522
940,2159466418,Restaurant Pizzeria Ganthaler,,,,,,,Falzeben 2,12.3,46.5676204,11.2231207
941,2159956148,Spuntloch,italian,+39 335 701 9725,https://www.spuntloch.it/,Kaltern - Caldaro,Goldgasse 35,39052,Petersberg - Monte San Pietro,11.3,46.412147,11.2436114
942,2162288923,Ritterkeller,italian,,https://www.ritterkeller.it/,San Vigilio di Marebbe,Strada Ras-Costa 2,39030,Antermoia,6.6,46.7059501,11.929034
943,2170781795,Tie Break,pizza,,,,,,Rosskopf,2.7,46.8935038,11.4372829
944,2170804153,Laxiden Alm,,,,,,,Gsieser Tal,0.9,46.8108812,12.1867893
945,2171925116,Binta,,+390474746024,https://www.binta.it/,Gsies - Valle di Casies,Gsieser Straße - Via Casies 2/a,39030,Gsieser Tal,4.3,46.7699411,12.175175
946,2173364098,Furl Hütte,regional,,https://furlhuette.com/,Sterzing - Vipiteno,Rosskopfstraße - Strada di Montecavallo 65,39049,Rosskopf,1.4,46.9189779,11.4025785
947,2175509524,Pizzeria Harpf,,,,,,,Brixen Plose - Plose di Bressanone,6.6,46.6857185,11.6272165
948,2178895823,Locanda delle tre chiavi,regional,+39 0464 423721,https://www.locandadelletrechiavi.it/,,Via Clementino Vannetti 8,,Campeggio,12.9,45.8862121,11.0089243
949,2189683995,Bar Ristorante Mercato,italian,,,,Via del Macello - Schlachthofstraße 29,39100,Petersberg - Monte San Pietro,11.3,46.4937341,11.3687015
950,2193930290,Plonerhof,regional,,,,,,Brixen Plose - Plose di Bressanone,7.1,46.7084466,11.6254615
951,2204578470,GolfHotel,,,,,,,Carezza,2.9,46.404006,11.6095668
952,2205677045,Golfbar,,,,,,,Carezza,1.8,46.4082574,11.5963349
953,2206620034,Messnerwirt,regional,,https://www.messnerwirt.com/,Olang - Valdaora,Kirchgasse - Vicolo della Chiesa 7,39030,Kronplatz - Plan de Corones,7.7,46.7578662,12.040729
954,2206622925,Nicos Food & Pool,,,https://www.suedtirol.info/de/de/erlebnisse-und-events/plp-erlebnisse/erlebnisse-suedtirol/pdp-erlebnisse.smgpoi6bd071d32a7502072a7e471f914c016d.nico-s-food---pool.mitterolang,,,,Kronplatz - Plan de Corones,6.4,46.7684935,12.0246036
955,2214779966,Zur Quelle,,,,,,,Seiser Alm - Mont de Sëuc - Alpe di Siusi,7.2,46.5331938,11.5336247
956,2239354129,Pizzeria Fornata,,,,,,,Antermoia,5.7,46.6399817,11.8599698
957,2251294134,La Sidreria,regional,+39 0463 466522,https://www.luciamaria.it/ristorante,,,,,,46.3192719,11.0960193
958,2262103296,Al mulino,pizza;regional,,,,,,,,46.36819,11.0815164
959,2263411770,Prada Sport,italian;regional,+390461948188,https://www.pradasport.tn.it/,,Strada di Vason 87,38123,Monte Bondone,0.3,46.0385754,11.0581013
960,2267418549,ipoh,,,,Kurtatsch an der Weinstraße - Cortaccia sulla Strada del Vino,Etschweg - Via dell'Adige 14,39040,,,46.2953802,11.2404167
961,2278922205,Ristorante Pizzeria Gambrinus,,,,,,,Petersberg - Monte San Pietro,12.5,46.5012601,11.3443847
962,2284779835,Bruthendler,pizza,,,,,,Falzeben 2,10.0,46.6805981,11.1208532
963,2285641140,"Albergo - Ristorante ""Capanna Durmont""",,,,,,,Pista 1 (SX),5.6,46.0779527,10.7455007
964,2286982818,Gostnerwiese,,,,,,,Deutschnofen - Nova Ponente,9.8,46.4918102,11.4449488
965,2290628472,Gasthaus Wasserfall,,,,,,,Deutschnofen - Nova Ponente,6.7,46.4607631,11.4163288
966,2294709704,Hochrainer,,,,,,,Segerwiese,3.8,46.816894,11.721712
967,2294711157,Lodenwirt,pizza;regional;italian,,,,,,Terenten - Terento,4.0,46.8155061,11.7360123
968,2295435641,Gasthaus Unteregger,,+39 0471 376 471,https://www.untereggerhof.it/,Karneid - Cornedo all'Isarco,Learn - Via Learn 13,39053,Deutschnofen - Nova Ponente,5.8,46.4540207,11.462582
969,2297463811,Speck Stube,burger;steak_house,,https://www.greenice.info,Ledro,Viale Foletto 10,38067,Centro Sci di Fondo Chinaec,4.8,45.8857387,10.732532
970,2298680695,Locanda Ampola,,,,,,,Centro Sci di Fondo Chinaec,10.0,45.8643066,10.646186
971,2301088436,Castel Flavon - Haselburg,,,https://www.haselburg.it/,,,,Petersberg - Monte San Pietro,9.9,46.4767075,11.3434593
972,2301227534,Stierbergalm - Malga Manzara,regional,,,,,,albl,5.5,46.4882473,10.9959732
973,2304364338,Café Pizzeria Maso della Pieve,pizza,+39 0471 250197,,Bolzano - Bozen,Via Maso della Pieve - Pfarrhofstraße 9,39100,Petersberg - Monte San Pietro,9.5,46.4708545,11.3369938
974,2304592362,Pizzeria,pizza,,,,,,Rosskopf,4.2,46.9001919,11.4626114
975,2311072346,Cafe Christl - Pizzeria,,,,,,,Deutschnofen - Nova Ponente,9.0,46.4841562,11.4567399
976,2316106189,Tschueggerhof,german,,,,,,Petersberg - Monte San Pietro,5.2,46.4347852,11.356756
977,2316410645,Neuwirt,regional,,,,,,Brixen Plose - Plose di Bressanone,6.8,46.7111698,11.6310446
978,2320411911,Himawari - Sushi,sushi,+39 0471 1940336,,Bolzano - Bozen,Viale Europa - Europaallee 19,39100,Petersberg - Monte San Pietro,12.0,46.4925816,11.3266578
979,2321392850,Kristallalm,,+39 0474 651432,https://www.kristallalm.it/,Ahrntal - Valle Aurina,,39030,Klausberg - Monte Chiusetta,0.8,46.9848406,11.9847482
980,2322207883,Gasthaus Mühlele Albergo,,,,,,,Pendio ripido,8.1,46.6634663,11.5433046
981,2322303675,Restaurant & Weinbar Panholzer,regional,,,,,,Petersberg - Monte San Pietro,10.1,46.3859023,11.2572732
982,2326381388,Gasthaus Wasserfall,regional,+39 0473 967274,http://www.partschins-wasserfall.com,,Wasserfallweg - Via Cascata,39020,Pfelders Ski Resort,10.9,46.6947756,11.0495112
983,2328413576,Wiedenhofer,,,,,,,Terenten - Terento,0.4,46.8300529,11.7798328
984,2328413684,Hotel zum Hasen,,,,,,,Terenten - Terento,0.7,46.8289574,11.7759691
985,2331704487,Mr. Ye Asia World,asian,,http://www.mrqee.it,,Via Amba Alagi - Amba-Alagi-Straße 26/b,39100,Petersberg - Monte San Pietro,12.3,46.4985744,11.341183
986,2331893525,Residence Diana,,,,,,,Terenten - Terento,0.4,46.8305552,11.7836967
987,2333490600,Centrale Teather,pizza;italian;regional,,,Innichen - San Candido,Via Peter Paul Rainer - P. P. Rainer Straße 17,39038,Drei Zinnen - Tre Cime,8.0,46.7335088,12.2796426
988,2333490701,Miramonti,,,,,,,Drei Zinnen - Tre Cime,8.1,46.7337787,12.2785488
989,2333490998,Senfter Bistro,sandwich,,,,,,Drei Zinnen - Tre Cime,7.8,46.7318914,12.2827796
990,2335415593,Ristorante Alla Lega,italian;regional,+39 0464 516205,https://www.ristoranteallalega.com/,Arco,Via Vergolano 8,38062,Centro Sci di Fondo Chinaec,11.5,45.9195856,10.8851655
991,2335453201,Geier,pizza,,,,,,Petersberg - Monte San Pietro,12.9,46.5027727,11.3342824
992,2337216240,Ahoi! Minigolf,pizza;burger;german,+39 0471 342597,https://www.ahoi.bz/,Bolzano - Bozen,Lungo Talvera Bolzano - Bozner Wassermauer 22,39100,Petersberg - Monte San Pietro,13.2,46.5093154,11.3508734
993,2343770839,Osteria Cà dei Giosi,,+39 0461 862110,http://www.cadeigiosi.it/,Covelo,Via Villa Alta 9a,38070,Sant'Antonio 2,4.6,46.0980034,11.0178121
994,2348266717,Ristorante Villetta Annessa,italian,,,,,,Centro Sci di Fondo Chinaec,9.1,45.8865189,10.8382431
995,2351214881,Da Bruno,peruvian,+39 388 6313684;+39 329 8012714,,Trento,Via Soprasasso 32/2,31821,Panoramica,6.8,46.1065587,11.1085604
996,2353755125,Gasthaus Lazins,regional,+39 0473 424482,http://www.lazinshof.com/,,Pfelders,39013,Pfelders Ski Resort,1.9,46.7842201,11.0672602
997,2354696310,Tannenhof,,,,,,,Pfelders Ski Resort,7.5,46.8223139,11.1769156
998,2356996144,forneria 38,pizza,,,Bolzano - Bozen,Piazza delle Erbe - Obstplatz 38,39100,Petersberg - Monte San Pietro,12.2,46.5000261,11.3526718
999,2364540524,Bistrot Dolomieu,pizza,,https://www.lacucinadifilippo.com/,Andalo,Via Ponte Lambin 4,38010,Laghet,0.4,46.1645327,11.0028361
1000,2367677548,Pizzeria Romantica,pizza,,,,,,Laghet,0.2,46.1631238,11.0029148
1001,2372828497,Bistro 12,,,,,,,Petersberg - Monte San Pietro,12.3,46.5002927,11.3491815
1002,2375738975,Locanda Borgo Antico,italian,,,,,,Centro Sci di Fondo Chinaec,14.3,45.8661179,10.5761265
1003,2378438981,Ristorante Pizzeria Pellegrini,italian,,,,,,Pista 1 (SX),0.6,46.028979,10.7239332
1004,2378439248,Pizzeria Pub Fermata 97,pizza,,,Tione di Trento,Via Circonvallazione 97,38079,Pista 1 (SX),0.7,46.0288449,10.7238527
1005,2378989581,Schwarzbachalm,regional,+39 349 5288645,https://www.schwarzbachalm.com/,,,,Speikboden,3.9,46.9698298,11.8970204
1006,2381700948,Ristorante Pizzeria Antico Focolare,italian,+39 0465 441686,https://www.anticofocolare.it,Madonna di Campiglio,Viale Dolomiti di Brenta 64,38084,Campiglio Dolomiti di Brenta,2.2,46.2262578,10.8258867
1007,2386913428,Gallhof,regional,+39 335 6932100,https://www.gallhof.com/,Völlan/Lana,Jochweg 11,39011,Falzeben 2,13.9,46.585119,11.1281043
1008,2394661692,La terrazza,pizza,+39 0439 62673,,Fiera di Primiero,Piazzetta del Dazio 3,,San Martino di Castrozza,9.2,46.1745705,11.8270018
1009,2394661695,L'antica rosa,regional;pizza,+39 0439 62723,,Fiera di Primiero,Via Giuseppe Terrabugio 26,,San Martino di Castrozza,9.1,46.17637,11.8289012
1010,2395389894,Gasthaus Aschbacherhof,,,,,,,Falzeben 2,14.1,46.6438113,11.0735516
1011,2397156968,La Talpa 3.0,pizza,+39 351 3455834,https://pizzerialatalpa.it/,Trento,Corso del Lavoro e della Scienza 8,31822,3-Tre Vaneze,3.8,46.062255,11.1147785
1012,2398079624,Oberon,tyrolean,,,,Via Dr. Josef Streiter - Dr.-Josef-Streiter-Gasse 7b,,Petersberg - Monte San Pietro,12.1,46.5001483,11.3561913
1013,2398081625,Uva bianca - Weiße Traube,italian,,,,Via Museo - Museumstraße 19,,Petersberg - Monte San Pietro,12.1,46.4992417,11.351193
1014,2398434088,Eishof,regional,+39 0473 420524,https://www.eishof.com/,Schnals-Senales,,,Pfelders Ski Resort,10.1,46.7524085,10.9696751
1015,2398434096,Mitterkaser Alm,,,http://mitterkaseralm.it/,Schnals-Senales,Pfossental,,Pfelders Ski Resort,11.9,46.7528129,10.9448671
1016,2398434100,Penauderalm - Malga di Pinalto,regional,,,,,,Val Senales-Schnalstal,11.8,46.6780413,10.8586611
1017,2398434106,Rableid Alm,regional,+39 0473 420631,http://www.rableidalm.com/,Schnals-Senales,Pfossental 2,39020,Pfelders Ski Resort,11.3,46.753715,10.9530169
1018,2399550428,Steinwandhof,,,,,,,Schwemmalm,11.2,46.5790025,10.7973605
1019,2401834546,Dusler Alm - Malga Dusler,,,,,,,Centro di fondo Vallunga,7.3,46.6268525,11.7563495
1020,2405762103,Cipriano,regional,,,,,,Gran Pista,5.0,46.044992,10.983316
1021,2407845426,Moser,,,https://www.moserhof.org/?l=it,,,,,,46.5455496,11.4241178
1022,2412844972,Bar ristorante pizzeria Kristall,italian,,,Mezzana,Localita Marilleva 900 1,,Biancaneve,1.5,46.3140417,10.810332
1023,2412844973,Ristorante Pizzeria Lago Rotondo,italian,,,Mezzana,Via Marilleva 61,,Biancaneve,1.7,46.3147161,10.8141622
1024,2413256711,Ladritscher Hof,regional,,https://ladritscherhof.com/,,,,Carezza,1.1,46.4218719,11.565993
1025,2414240998,Reider Biwak12,,,,Moso,St.-Josef-Straße - Via San Giuseppe 27,39030,Drei Zinnen - Tre Cime,4.5,46.6901528,12.3665258
1026,2420087842,Bar Restaurant Kampan,,,,,,,Brixen Plose - Plose di Bressanone,5.4,46.6923855,11.6430914
1027,2420087846,Bar / Restaurant Boulevard,,,,Brixen - Bressanone,Julius Durst Straße - Via Julius Durst 44,,Brixen Plose - Plose di Bressanone,5.3,46.6954003,11.6451592
1028,2420817202,Restaurant 1500,regional,+390473556600,https://vigilius.it/essen/#restaurant1500,Lana,,39011,Falzeben 2,11.7,46.6274364,11.1169879
1029,2422074148,Pizzeria Al Cardo,,+39 0465 502580,http://www.alcardo.com/,,Via Manci 20,38086,Pinzolo,2.9,46.1586363,10.7627012
1030,2422623840,Gasthof Plansoler,regional,,,,,,Brixen Plose - Plose di Bressanone,3.8,46.7183684,11.6913485
1031,2422752500,Rodenegger Hof,regional,,,,1a,39037,27,4.7,46.7760325,11.6891352
1032,2423849711,Restaurant Leiter am Waal,italian;regional,+39 0473 448 716,https://www.leiteramwaal.com/,,,,Falzeben 2,11.0,46.6873188,11.1085917
1033,2425758524,Daniel pub & pizza,,,,,,,Biancaneve,0.3,46.303221,10.808986
1034,2425758525,dai Angioi,,,,,,,Biancaneve,0.4,46.3034875,10.8097078
1035,2425910511,Jausenstation Christlhof,regional,+39 0473 656246,http://www.christlhof.it/,,Christler Straße-Via della Cresta,39010,Saxner II,6.1,46.8078163,11.2284844
1036,2426731301,Torggelkeller,regional,+39 0471 963421,https://www.torgglkeller.com/de,Kaltern an der Weinstraße - Caldaro sulla Strada del Vino,Bichl 2,39052,Petersberg - Monte San Pietro,11.1,46.4143067,11.246798
1037,2426731311,Pizzeria Goldener Stern,regional,,www.goldener-stern.org,Kaltern an der Weinstraße - Caldaro sulla Strada del Vino,Andreas-Hofer-Straße - Via Andreas Hofer 28,39052,Petersberg - Monte San Pietro,11.1,46.4140532,11.2460318
1038,2428582065,See-Alm - Malga di Pontelletto,,,,,,,Panorama,7.5,46.8125485,11.5030665
1039,2429399824,Klammwirt,,,,,,,Brixen Plose - Plose di Bressanone,8.9,46.659214,11.605846
1040,2429403544,Bambus,pizza;asian,,,,,,Brixen Plose - Plose di Bressanone,8.1,46.6665979,11.6130556
1041,2429403567,Schoberhof,,,,,,,Brixen Plose - Plose di Bressanone,8.1,46.6668344,11.6133117
1042,2429993513,Schwörzalm,regional,,,,,,Rein in Taufers - Riva di Tures,9.0,46.8771517,12.1101829
1043,2430536739,Agritur Maso alle Rose,,+39 0465 779780,https://www.masoallerose.com/,,,38071,Pista 2 (DX),7.0,46.0135665,10.8212288
1044,2430581842,Zanser Schwaige,regional,+39 0472 840563,https://www.zanserschwaige.com/,,,,Brixen Plose - Plose di Bressanone,7.3,46.6346509,11.7686462
1045,2430631797,Restaurant Weißer Turm,pizza,,,,,,Brixen Plose - Plose di Bressanone,5.4,46.7169182,11.6578472
1046,2430873915,Stremitzer,regional,,,,,,Brixen Plose - Plose di Bressanone,5.3,46.7171449,11.6593526
1047,2430895429,Schulmensa,,,,,,,Brixen Plose - Plose di Bressanone,6.1,46.7211469,11.6497254
1048,2431413079,Kolping Mensa,,,,,,,Brixen Plose - Plose di Bressanone,5.4,46.7139303,11.6546352
1049,2432397622,Winkelkeller,,+39 0474 972022,https://winkelkeller.it/,,Graf-Künigl-Straße - Via Conti Künigl 8,,Gsieser Tal,8.8,46.7356973,12.2208295
1050,2432670235,Hotel Grauer Bär,,,http://www.grauerbaer.it,Brixen - Bressanone,Altenmarktgasse - Via Mercato Vecchio 27,39042,Brixen Plose - Plose di Bressanone,5.6,46.718714,11.6563498
1051,2432920779,Hofkeller,pizza;regional,+39 371 3484081,https://www.hofkeller.it,,,,Brixen Plose - Plose di Bressanone,6.6,46.6757526,11.6293929
1052,2434423554,vitis,,,,,,,Brixen Plose - Plose di Bressanone,5.4,46.7158505,11.6562116
1053,2437416069,Palla di Neve,,,,,,,Ponte di Legno - Passo Tonale,4.6,46.2624241,10.5895788
1054,2437695832,Agritur Malga Secine,italian,,,,,,Carezza,3.3,46.3992816,11.6097006
1055,2437716657,Restaurant Pointner,,,,,,,Gsieser Tal,6.5,46.7672554,12.1149846
1056,2437716660,Pizzeria Hitte,,,,,,,Gsieser Tal,6.5,46.7687956,12.1119753
1057,2440274876,Goldenes Lamm,,,,,,,Brixen Plose - Plose di Bressanone,8.0,46.7385786,11.6402501
1058,2441592073,Kegelgasslalm,,,,Ahrntal - Valle Aurina,Rohrberg 12,39030,Klausberg - Monte Chiusetta,6.1,47.001878,11.9081167
1059,2441623728,Gruberalm,,+39 347 7511602,,,,,Klausberg Skiarena,0.9,46.9598744,11.9539171
1060,2441624403,Niederhoferalm,,+39 348 5646656,,,,,Klausberg Skiarena,1.7,46.9666816,11.949213
1061,2443172124,Ariston - Restaurant/Bar/Pizzeria,,,,,Rathausplatz - Piazza Municipio,,Gsieser Tal,8.8,46.7356052,12.2223496
1062,2443316773,Restaurant Pizzeria Samyr,,,,,,,Gsieser Tal,8.3,46.7345316,12.1934293
1063,2443316776,Baita,,,,,,,Gsieser Tal,8.3,46.7345315,12.1940113
1064,2443359624,Albergo Ristorante Aurora,regional,,www.albergoaurora.tn.it,,,,Centro Fondo Passo Coe,13.3,45.7768117,11.1233211
1065,2445346212,Gasthaus Löwen,,,,,,,Falzeben 2,10.0,46.5867591,11.2553967
1066,2446369198,Gader,regional;italian,,,Mareo - Marebbe - Enneberg,Str. Longega 10,39030,Antermoia,4.9,46.7218167,11.8910911
1067,2446412398,Restaurant-Cafe Ladurner,regional,+39 0473 448 439,https://www.restaurant-ladurner.com/,Algund - Lagundo,Vellau,39022,Pfelders Ski Resort,10.5,46.6950925,11.1116705
1068,2446965147,Lachwiesenhütte - Rifugio Lachwiesen,,+39 348 0131279,,,,,Gsieser Tal,9.3,46.742967,12.2526206
1069,2448112089,Enzianhütte - Rifugio Genziana,,,,,,,Gsieser Tal,8.0,46.7510726,12.2384265
1070,2450882783,Restaurant Al Bun Bacun,regional,+39 0473 616078,https://www.saegemuehle.it/de/camping/essen-trinken-camping/restaurant-al-bun-bacun/,,,,7,8.9,46.6175941,10.5964951
1071,2453439852,Dolomiten,,,,,,,Brixen Plose - Plose di Bressanone,5.3,46.7090576,11.6519652
